ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,special_event,special_event_lower,special_event_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-01-15,128.4890596151224,-508.17560059829816,532.8719299616872,128.4890596151224,128.4890596151224,-126.65577184036265,-126.65577184036265,-126.65577184036265,0.0,0.0,0.0,22.531090628139324,22.531090628139324,22.531090628139324,0.0,0.0,0.0,-50.01249999038689,-50.01249999038689,-50.01249999038689,-99.1743624781151,-99.1743624781151,-99.1743624781151,0.0,0.0,0.0,1.8332877747597394
2014-01-16,128.5787545864309,-442.8233675844224,590.3287631914459,128.5787545864309,128.5787545864309,-50.47907722701818,-50.47907722701818,-50.47907722701818,0.0,0.0,0.0,36.257876161246394,36.257876161246394,36.257876161246394,0.0,0.0,0.0,9.902025659494406,9.902025659494406,9.902025659494406,-96.63897904775897,-96.63897904775897,-96.63897904775897,0.0,0.0,0.0,78.09967735941272
2014-01-18,128.75814452904797,-479.2244322625226,580.7766390769788,128.75814452904797,128.75814452904797,-69.71471536757734,-69.71471536757734,-69.71471536757734,0.0,0.0,0.0,19.801829530819866,19.801829530819866,19.801829530819866,0.0,0.0,0.0,0.04728527845696427,0.04728527845696427,0.04728527845696427,-89.56383017685415,-89.56383017685415,-89.56383017685415,0.0,0.0,0.0,59.04342916147063
2014-01-19,128.84783950035649,-446.1853143873979,543.0400816528104,128.84783950035649,128.84783950035649,-54.91086843405761,-54.91086843405761,-54.91086843405761,0.0,0.0,0.0,13.253538853421874,13.253538853421874,13.253538853421874,0.0,0.0,0.0,17.08916910324863,17.08916910324863,17.08916910324863,-85.2535763907281,-85.2535763907281,-85.2535763907281,0.0,0.0,0.0,73.93697106629887
2014-01-20,128.93753447166503,-392.85009189224365,672.1086087295705,128.93753447166503,128.93753447166503,-3.936822087769158,-3.936822087769158,-3.936822087769158,0.0,0.0,0.0,25.944550685706478,25.944550685706478,25.944550685706478,0.0,0.0,0.0,50.71369706398684,50.71369706398684,50.71369706398684,-80.59506983746249,-80.59506983746249,-80.59506983746249,0.0,0.0,0.0,125.00071238389587
2014-01-21,129.02722944297358,-473.6701970936628,568.3018162464939,129.02722944297358,129.02722944297358,-94.95825221640182,-94.95825221640182,-94.95825221640182,0.0,0.0,0.0,47.65177096144724,47.65177096144724,47.65177096144724,0.0,0.0,0.0,-66.88974094591033,-66.88974094591033,-66.88974094591033,-75.72028223193873,-75.72028223193873,-75.72028223193873,0.0,0.0,0.0,34.06897722657176
2014-01-23,129.20661938559064,-474.60715597578184,619.7648281255226,129.20661938559064,129.20661938559064,-36.90547212218253,-36.90547212218253,-36.90547212218253,0.0,0.0,0.0,19.051745590594514,19.051745590594514,19.051745590594514,0.0,0.0,0.0,9.90202565947435,9.90202565947435,9.90202565947435,-65.85924337225141,-65.85924337225141,-65.85924337225141,0.0,0.0,0.0,92.30114726340811
2014-01-26,129.47570429951622,-471.3974780121753,549.8723931760156,129.47570429951622,129.47570429951622,-103.36077889523159,-103.36077889523159,-103.36077889523159,0.0,0.0,0.0,-67.70540699724835,-67.70540699724835,-67.70540699724835,0.0,0.0,0.0,17.089169103258794,17.089169103258794,17.089169103258794,-52.744541001242034,-52.744541001242034,-52.744541001242034,0.0,0.0,0.0,26.114925404284634
2014-01-27,129.56539927082474,-404.4928519968786,651.1679846690507,129.56539927082474,129.56539927082474,-6.992635669483445,-6.992635669483445,-6.992635669483445,0.0,0.0,0.0,-8.409084365040703,-8.409084365040703,-8.409084365040703,0.0,0.0,0.0,50.71369706401467,50.71369706401467,50.71369706401467,-49.29724836845741,-49.29724836845741,-49.29724836845741,0.0,0.0,0.0,122.5727636013413
2014-01-28,129.6550942421333,-452.1072152680798,559.2841050788822,129.6550942421333,129.6550942421333,-52.76938329495719,-52.76938329495719,-52.76938329495719,0.0,0.0,0.0,60.60174822912072,60.60174822912072,60.60174822912072,0.0,0.0,0.0,-66.88974094580448,-66.88974094580448,-66.88974094580448,-46.481390578273434,-46.481390578273434,-46.481390578273434,0.0,0.0,0.0,76.88571094717611
2014-01-30,129.83448418475035,-348.01980937353477,664.1322325613291,129.83448418475035,129.83448418475035,30.331982277890095,30.331982277890095,30.331982277890095,0.0,0.0,0.0,63.48382245407428,63.48382245407428,63.48382245407428,0.0,0.0,0.0,9.902025659550812,9.902025659550812,9.902025659550812,-43.053865835735,-43.053865835735,-43.053865835735,0.0,0.0,0.0,160.16646646264044
2014-01-31,129.92417915605887,-403.4035345841932,690.7119722489399,129.92417915605887,129.92417915605887,1.1354771940914323,1.1354771940914323,1.1354771940914323,0.0,0.0,0.0,4.541738428218833,4.541738428218833,4.541738428218833,0.0,0.0,0.0,39.15006383119886,39.15006383119886,39.15006383119886,-42.556325065326256,-42.556325065326256,-42.556325065326256,0.0,0.0,0.0,131.0596563501503
2014-02-01,130.01387412736742,-480.1205627574321,558.0737614745256,130.01387412736742,130.01387412736742,-81.6692706571095,-81.6692706571095,-81.6692706571095,0.0,0.0,0.0,-38.80031822794685,-38.80031822794685,-38.80031822794685,0.0,0.0,0.0,0.04728527839659888,0.04728527839659888,0.04728527839659888,-42.91623770755923,-42.91623770755923,-42.91623770755923,0.0,0.0,0.0,48.34460347025792
2014-02-02,130.10356909867596,-494.86528276608317,618.5701462825527,130.10356909867596,130.10356909867596,-64.22732544782345,-64.22732544782345,-64.22732544782345,0.0,0.0,0.0,-37.17105037811915,-37.17105037811915,-37.17105037811915,0.0,0.0,0.0,17.08916910337017,17.08916910337017,17.08916910337017,-44.14544417307448,-44.14544417307448,-44.14544417307448,0.0,0.0,0.0,65.87624365085252
2014-02-03,130.19326406998448,-375.1141311389481,674.6309616253534,130.19326406998448,130.19326406998448,3.1454781208054,3.1454781208054,3.1454781208054,0.0,0.0,0.0,-1.3312688717169514,-1.3312688717169514,-1.3312688717169514,0.0,0.0,0.0,50.71369706393514,50.71369706393514,50.71369706393514,-46.23695007141279,-46.23695007141279,-46.23695007141279,0.0,0.0,0.0,133.33874219078987
2014-02-04,130.282959041293,-471.0743295295055,552.9787456360294,130.282959041293,130.282959041293,-85.40140600488783,-85.40140600488783,-85.40140600488783,0.0,0.0,0.0,30.653433107526368,30.653433107526368,30.653433107526368,0.0,0.0,0.0,-66.8897409458649,-66.8897409458649,-66.8897409458649,-49.1650981665493,-49.1650981665493,-49.1650981665493,0.0,0.0,0.0,44.881553036405165
2014-02-06,130.46234898391006,-447.7520892734446,595.9387924402321,130.46234898391006,130.46234898391006,-56.339724955978575,-56.339724955978575,-56.339724955978575,0.0,0.0,0.0,-8.90272679832276,-8.90272679832276,-8.90272679832276,0.0,0.0,0.0,9.902025659380705,9.902025659380705,9.902025659380705,-57.33902381703654,-57.33902381703654,-57.33902381703654,0.0,0.0,0.0,74.1226240279315
2014-02-07,130.5520439552186,-429.0044993778991,569.5626252967687,130.5520439552186,130.5520439552186,-74.75620419508816,-74.75620419508816,-74.75620419508816,0.0,0.0,0.0,-51.45937513938055,-51.45937513938055,-51.45937513938055,0.0,0.0,0.0,39.150063831022244,39.150063831022244,39.150063831022244,-62.44689288672985,-62.44689288672985,-62.44689288672985,0.0,0.0,0.0,55.79583976013045
2014-02-08,130.64173892652713,-525.3529949476258,526.8917765454491,130.64173892652713,130.64173892652713,-139.62354670472712,-139.62354670472712,-139.62354670472712,0.0,0.0,0.0,-71.55242148736639,-71.55242148736639,-71.55242148736639,0.0,0.0,0.0,0.04728527841706799,0.04728527841706799,0.04728527841706799,-68.11841049577778,-68.11841049577778,-68.11841049577778,0.0,0.0,0.0,-8.981807778199993
2014-02-11,130.91082384045274,-581.3756798328767,494.8777595059879,130.91082384045274,130.91082384045274,-179.1769112779818,-179.1769112779818,-179.1769112779818,0.0,0.0,0.0,-24.860627005163558,-24.860627005163558,-24.860627005163558,0.0,0.0,0.0,-66.8897409457589,-66.8897409457589,-66.8897409457589,-87.42654332705938,-87.42654332705938,-87.42654332705938,0.0,0.0,0.0,-48.26608743752905
2014-02-12,131.00051881176125,-541.7866478501116,466.4427149603826,131.00051881176125,131.00051881176125,-160.1207845440311,-160.1207845440311,-160.1207845440311,0.0,0.0,0.0,-15.886804265741283,-15.886804265741283,-15.886804265741283,0.0,0.0,0.0,-50.01249999032852,-50.01249999032852,-50.01249999032852,-94.22148028796131,-94.22148028796131,-94.22148028796131,0.0,0.0,0.0,-29.120265732269843
2014-02-14,131.17990875437832,-481.18445341182513,637.7470077179239,131.17990875437832,131.17990875437832,-56.00151552744501,-56.00151552744501,-56.00151552744501,0.0,0.0,0.0,12.418955160547233,12.418955160547233,12.418955160547233,0.0,0.0,0.0,39.15006383116575,39.15006383116575,39.15006383116575,-107.57053451915797,-107.57053451915797,-107.57053451915797,0.0,0.0,0.0,75.17839322693331
2014-02-15,131.26960372568686,-494.0184465368257,588.3909533509459,131.26960372568686,131.26960372568686,-82.75037001765823,-82.75037001765823,-82.75037001765823,0.0,0.0,0.0,31.065219164632065,31.065219164632065,31.065219164632065,0.0,0.0,0.0,0.047285278437532594,0.047285278437532594,0.047285278437532594,-113.8628744607278,-113.8628744607278,-113.8628744607278,0.0,0.0,0.0,48.519233708028636
2014-02-16,131.35929869699538,-450.0019419616199,577.3663889486309,131.35929869699538,131.35929869699538,-65.58566847178564,-65.58566847178564,-65.58566847178564,0.0,0.0,0.0,37.05687537673504,37.05687537673504,37.05687537673504,0.0,0.0,0.0,17.089169103298477,17.089169103298477,17.089169103298477,-119.73171295181915,-119.73171295181915,-119.73171295181915,0.0,0.0,0.0,65.77363022520974
2014-02-17,131.4489936683039,-433.4901982859939,620.1049831685237,131.4489936683039,131.4489936683039,-47.30877371422485,-47.30877371422485,-47.30877371422485,0.0,0.0,0.0,27.03604396749854,27.03604396749854,27.03604396749854,0.0,0.0,0.0,50.7136970639346,50.7136970639346,50.7136970639346,-125.05851474565797,-125.05851474565797,-125.05851474565797,0.0,0.0,0.0,84.14021995407904
2014-02-18,131.53868863961245,-564.9023075155466,473.4030939823446,131.53868863961245,131.53868863961245,-182.1551851886034,-182.1551851886034,-182.1551851886034,0.0,0.0,0.0,14.46840051243504,14.46840051243504,14.46840051243504,0.0,0.0,0.0,-66.88974094581933,-66.88974094581933,-66.88974094581933,-129.73384475521914,-129.73384475521914,-129.73384475521914,0.0,0.0,0.0,-50.616496548990966
2014-02-20,131.7180785822295,-483.3030593594489,596.4187488230266,131.7180785822295,131.7180785822295,-89.64300440060325,-89.64300440060325,-89.64300440060325,0.0,0.0,0.0,37.20466970768646,37.20466970768646,37.20466970768646,0.0,0.0,0.0,9.90202565953363,9.90202565953363,9.90202565953363,-136.74969976782333,-136.74969976782333,-136.74969976782333,0.0,0.0,0.0,42.07507418162626
2014-02-21,131.80777355353803,-437.6376819408885,608.3993254272872,131.80777355353803,131.80777355353803,-46.30614176781649,-46.30614176781649,-46.30614176781649,0.0,0.0,0.0,53.477525542678976,53.477525542678976,53.477525542678976,0.0,0.0,0.0,39.150063831068444,39.150063831068444,39.150063831068444,-138.93373114156392,-138.93373114156392,-138.93373114156392,0.0,0.0,0.0,85.50163178572154
2014-02-22,131.89746852484657,-496.20451920094945,553.4319500705727,131.89746852484657,131.89746852484657,-100.29136753424045,-100.29136753424045,-100.29136753424045,0.0,0.0,0.0,39.8173203029238,39.8173203029238,39.8173203029238,0.0,0.0,0.0,0.04728527835669809,0.04728527835669809,0.04728527835669809,-140.15597311552094,-140.15597311552094,-140.15597311552094,0.0,0.0,0.0,31.606100990606123
2014-02-23,131.98716349615512,-522.8753585341525,490.663697385814,131.98716349615512,131.98716349615512,-131.38154956179812,-131.38154956179812,-131.38154956179812,0.0,0.0,0.0,-8.093388181848152,-8.093388181848152,-8.093388181848152,0.0,0.0,0.0,17.08916910331324,17.08916910331324,17.08916910331324,-140.37733048326325,-140.37733048326325,-140.37733048326325,0.0,0.0,0.0,0.6056139343569953
2014-02-24,132.07685852418962,-512.7223158975709,483.8888268486688,132.07685852418962,132.07685852418962,-150.74679414400873,-150.74679414400873,-150.74679414400873,0.0,0.0,0.0,-61.884855572783046,-61.884855572783046,-61.884855572783046,0.0,0.0,0.0,50.713697063855086,50.713697063855086,50.713697063855086,-139.57563563508077,-139.57563563508077,-139.57563563508077,0.0,0.0,0.0,-18.669935619819114
2014-02-27,132.34594360829314,-508.38243097453164,579.7747768546905,132.34594360829314,132.34594360829314,-92.94855694269057,-92.94855694269057,-92.94855694269057,0.0,0.0,0.0,28.215232449324713,28.215232449324713,28.215232449324713,0.0,0.0,0.0,9.902025659363522,9.902025659363522,9.902025659363522,-131.0658150513788,-131.0658150513788,-131.0658150513788,0.0,0.0,0.0,39.39738666560257
2014-03-01,132.52533366436217,-398.94781558132627,622.558248399036,132.52533366436217,132.52533366436217,-36.964301109541374,-36.964301109541374,-36.964301109541374,0.0,0.0,0.0,83.61310449079159,83.61310449079159,83.61310449079159,0.0,0.0,0.0,0.04728527837716269,0.04728527837716269,0.04728527837716269,-120.62469087871015,-120.62469087871015,-120.62469087871015,0.0,0.0,0.0,95.5610325548208
2014-03-02,132.61502869239666,-474.6385699076638,603.6995438772576,132.61502869239666,132.61502869239666,-62.00051417323346,-62.00051417323346,-62.00051417323346,0.0,0.0,0.0,35.05820973315152,35.05820973315152,35.05820973315152,0.0,0.0,0.0,17.089169103327997,17.089169103327997,17.089169103327997,-114.14789300971299,-114.14789300971299,-114.14789300971299,0.0,0.0,0.0,70.61451451916321
2014-03-03,132.7047237204312,-445.53879173037666,541.2435554882827,132.7047237204312,132.7047237204312,-77.98244365872343,-77.98244365872343,-77.98244365872343,0.0,0.0,0.0,-21.75510261064974,-21.75510261064974,-21.75510261064974,0.0,0.0,0.0,50.7136970640414,50.7136970640414,50.7136970640414,-106.94103811211507,-106.94103811211507,-106.94103811211507,0.0,0.0,0.0,54.722280061707764
2014-03-04,132.7944187484657,-605.226529631127,453.11098572910885,132.7944187484657,132.7944187484657,-209.88313461676051,-209.88313461676051,-209.88313461676051,0.0,0.0,0.0,-43.89580270766206,-43.89580270766206,-43.89580270766206,0.0,0.0,0.0,-66.88974094577384,-66.88974094577384,-66.88974094577384,-99.09759096332463,-99.09759096332463,-99.09759096332463,0.0,0.0,0.0,-77.08871586829483
2014-03-05,132.8841137765002,-578.4141677745139,473.70297180806995,132.8841137765002,132.8841137765002,-162.15017049246444,-162.15017049246444,-162.15017049246444,0.0,0.0,0.0,-21.418549476862612,-21.418549476862612,-21.418549476862612,0.0,0.0,0.0,-50.01249999030096,-50.01249999030096,-50.01249999030096,-90.71912102530085,-90.71912102530085,-90.71912102530085,0.0,0.0,0.0,-29.266056715964254
2014-03-07,133.06350383256924,-371.2190240547266,678.6263957730368,133.06350383256924,133.06350383256924,0.7320152796763889,0.7320152796763889,0.7320152796763889,0.0,0.0,0.0,34.37410966115941,34.37410966115941,34.37410966115941,0.0,0.0,0.0,39.15006383107643,39.15006383107643,39.15006383107643,-72.79215821255946,-72.79215821255946,-72.79215821255946,0.0,0.0,0.0,133.79551911224561
2014-03-10,133.33258891667273,-430.6430447744035,614.1965667511306,133.33258891667273,133.33258891667273,-59.29618932400398,-59.29618932400398,-59.29618932400398,0.0,0.0,0.0,-65.33430879594631,-65.33430879594631,-65.33430879594631,0.0,0.0,0.0,50.71369706412037,50.71369706412037,50.71369706412037,-44.675577592178044,-44.675577592178044,-44.675577592178044,0.0,0.0,0.0,74.03639959266874
2014-03-11,133.42228394470726,-605.3621237785213,459.7526607552134,133.42228394470726,133.42228394470726,-172.58164396600836,-172.58164396600836,-172.58164396600836,0.0,0.0,0.0,-70.26601353147454,-70.26601353147454,-70.26601353147454,0.0,0.0,0.0,-66.88974094583418,-66.88974094583418,-66.88974094583418,-35.42588948869969,-35.42588948869969,-35.42588948869969,0.0,0.0,0.0,-39.1593600213011
2014-03-14,133.69136902881078,-363.1812896464181,665.7229552754902,133.69136902881078,133.69136902881078,9.826723880574207,9.826723880574207,9.826723880574207,0.0,0.0,0.0,-19.830785543381882,-19.830785543381882,-19.830785543381882,0.0,0.0,0.0,39.150063831020226,39.150063831020226,39.150063831020226,-9.492554407064127,-9.492554407064127,-9.492554407064127,0.0,0.0,0.0,143.518092909385
2014-03-15,133.7810640568453,-424.58052300490044,657.6792977644111,133.7810640568453,133.7810640568453,-13.24853674410406,-13.24853674410406,-13.24853674410406,0.0,0.0,0.0,-11.543185690162614,-11.543185690162614,-11.543185690162614,0.0,0.0,0.0,0.047285278437234894,0.047285278437234894,0.047285278437234894,-1.752636332378684,-1.752636332378684,-1.752636332378684,0.0,0.0,0.0,120.53252731274125
2014-03-16,133.8707590848798,-342.6347587197762,643.4975080031454,133.8707590848798,133.8707590848798,25.095069058031907,25.095069058031907,25.095069058031907,0.0,0.0,0.0,2.598672073470395,2.598672073470395,2.598672073470395,0.0,0.0,0.0,17.08916910335293,17.08916910335293,17.08916910335293,5.407227881208572,5.407227881208572,5.407227881208572,0.0,0.0,0.0,158.9658281429117
2014-03-17,133.9604541129143,-300.8209438790621,752.0831496072876,133.9604541129143,133.9604541129143,85.16970669703605,85.16970669703605,85.16970669703605,0.0,0.0,0.0,22.531090628125494,22.531090628125494,22.531090628125494,0.0,0.0,0.0,50.71369706404084,50.71369706404084,50.71369706404084,11.924919004869702,11.924919004869702,11.924919004869702,0.0,0.0,0.0,219.13016080995035
2014-03-18,134.0501491409488,-373.8245012285246,657.1388454074843,134.0501491409488,134.0501491409488,-12.883309582467195,-12.883309582467195,-12.883309582467195,0.0,0.0,0.0,36.257876161260455,36.257876161260455,36.257876161260455,0.0,0.0,0.0,-66.88974094589462,-66.88974094589462,-66.88974094589462,17.748555202166976,17.748555202166976,17.748555202166976,0.0,0.0,0.0,121.16683955848161
2014-03-19,134.13984416898333,-365.02663999225723,695.4986682222141,134.13984416898333,134.13984416898333,6.368553285391076,6.368553285391076,6.368553285391076,0.0,0.0,0.0,33.544475782345934,33.544475782345934,33.544475782345934,0.0,0.0,0.0,-50.01249999018584,-50.01249999018584,-50.01249999018584,22.836577493230987,22.836577493230987,22.836577493230987,0.0,0.0,0.0,140.5083974543744
2014-03-21,134.31923422505236,-335.6135245898362,754.4333681524785,134.31923422505236,134.31923422505236,83.09385656046469,83.09385656046469,83.09385656046469,0.0,0.0,0.0,13.253538853360043,13.253538853360043,13.253538853360043,0.0,0.0,0.0,39.15006383104332,39.15006383104332,39.15006383104332,30.690253876061323,30.690253876061323,30.690253876061323,0.0,0.0,0.0,217.41309078551706
2014-03-22,134.40892925308685,-310.9849304936233,741.1852064479064,134.40892925308685,134.40892925308685,59.414255370628354,59.414255370628354,59.414255370628354,0.0,0.0,0.0,25.944550685707785,25.944550685707785,25.944550685707785,0.0,0.0,0.0,0.0472852783372619,0.0472852783372619,0.0472852783372619,33.4224194065833,33.4224194065833,33.4224194065833,0.0,0.0,0.0,193.8231846237152
2014-03-23,134.49862428112138,-265.4625482174869,730.975677252789,134.49862428112138,134.49862428112138,100.0918612581393,100.0918612581393,100.0918612581393,0.0,0.0,0.0,47.65177096152888,47.65177096152888,47.65177096152888,0.0,0.0,0.0,17.089169103367688,17.089169103367688,17.089169103367688,35.35092119324272,35.35092119324272,35.35092119324272,0.0,0.0,0.0,234.59048553926067
2014-03-24,134.58831930915588,-229.76805798609777,788.3967921772963,134.58831930915588,134.58831930915588,138.63476888259584,138.63476888259584,138.63476888259584,0.0,0.0,0.0,51.44040448310099,51.44040448310099,51.44040448310099,0.0,0.0,0.0,50.713697063961334,50.713697063961334,50.713697063961334,36.48066733553348,36.48066733553348,36.48066733553348,0.0,0.0,0.0,273.2230881917517
2014-03-25,134.67801433719038,-358.1994447607973,634.1026127281283,134.67801433719038,134.67801433719038,-11.014103280907866,-11.014103280907866,-11.014103280907866,0.0,0.0,0.0,19.051745590605318,19.051745590605318,19.051745590605318,0.0,0.0,0.0,-66.88974094595504,-66.88974094595504,-66.88974094595504,36.82389207444185,36.82389207444185,36.82389207444185,0.0,0.0,0.0,123.66391105628252
2014-03-26,134.7677093652249,-450.2006307734372,605.9436040212801,134.7677093652249,134.7677093652249,-50.566644411652284,-50.566644411652284,-50.566644411652284,0.0,0.0,0.0,-36.953467671800105,-36.953467671800105,-36.953467671800105,0.0,0.0,0.0,-50.01249999032692,-50.01249999032692,-50.01249999032692,36.39932325047476,36.39932325047476,36.39932325047476,0.0,0.0,0.0,84.20106495357263
2014-03-28,134.94709942129393,-377.0540640773651,646.8921873800747,134.94709942129393,134.94709942129393,4.793771368788187,4.793771368788187,4.793771368788187,0.0,0.0,0.0,-67.70540699727277,-67.70540699727277,-67.70540699727277,0.0,0.0,0.0,39.150063831107516,39.150063831107516,39.150063831107516,33.349114534953436,33.349114534953436,33.349114534953436,0.0,0.0,0.0,139.7408707900821
2014-03-29,135.03679444932843,-380.3507944620937,671.9747139194143,135.03679444932843,135.03679444932843,22.424070911641977,22.424070911641977,22.424070911641977,0.0,0.0,0.0,-8.40908436506383,-8.40908436506383,-8.40908436506383,0.0,0.0,0.0,0.04728527835773102,0.04728527835773102,0.04728527835773102,30.785869998348062,30.785869998348062,30.785869998348062,0.0,0.0,0.0,157.4608653609704
2014-03-30,135.12648947736292,-323.4097061975108,732.4572453028211,135.12648947736292,135.12648947736292,105.26901952465282,105.26901952465282,105.26901952465282,0.0,0.0,0.0,60.60174822910143,60.60174822910143,60.60174822910143,0.0,0.0,0.0,17.089169103281236,17.089169103281236,17.089169103281236,27.57810219227015,27.57810219227015,27.57810219227015,0.0,0.0,0.0,240.39550900201573
2014-03-31,135.21618450539745,-234.0782969880555,792.0797152293273,135.21618450539745,135.21618450539745,165.21946902900402,165.21946902900402,165.21946902900402,0.0,0.0,0.0,90.74081155476485,90.74081155476485,90.74081155476485,0.0,0.0,0.0,50.71369706404032,50.71369706404032,50.71369706404032,23.76496041019887,23.76496041019887,23.76496041019887,0.0,0.0,0.0,300.43565353440147
2014-04-01,135.30587953343195,-380.84516320141546,659.2615826255249,135.30587953343195,135.30587953343195,15.981778676897935,15.981778676897935,15.981778676897935,0.0,0.0,0.0,63.48382245399667,63.48382245399667,63.48382245399667,0.0,0.0,0.0,-66.88974094584911,-66.88974094584911,-66.88974094584911,19.38769716875037,19.38769716875037,19.38769716875037,0.0,0.0,0.0,151.28765821032988
2014-04-02,135.39557456146647,-392.304902050481,615.3513608891562,135.39557456146647,135.39557456146647,-30.981529230083453,-30.981529230083453,-30.981529230083453,0.0,0.0,0.0,4.541738428237349,4.541738428237349,4.541738428237349,0.0,0.0,0.0,-50.0124999902426,-50.0124999902426,-50.0124999902426,14.489232331921794,14.489232331921794,14.489232331921794,0.0,0.0,0.0,104.41404533138302
2014-04-03,135.48526958950097,-397.34846753558804,633.5190900230623,135.48526958950097,135.48526958950097,-19.78446065935075,-19.78446065935075,-19.78446065935075,0.0,0.0,0.0,-38.800318227947905,-38.800318227947905,-38.800318227947905,0.0,0.0,0.0,9.902025659445727,9.902025659445727,9.902025659445727,9.113831909151408,9.113831909151408,9.113831909151408,0.0,0.0,0.0,115.70080893015023
