ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-01-15,1268.7262803682042,-2707.9024432799533,2148.2411104671655,1268.7262803682042,1268.7262803682042,-1568.0872798955018,-1568.0872798955018,-1568.0872798955018,144.01655754565834,144.01655754565834,144.01655754565834,-973.6329985994063,-973.6329985994063,-973.6329985994063,-738.4708388417539,-738.4708388417539,-738.4708388417539,0.0,0.0,0.0,-299.3609995272975
2014-01-16,1269.264599318621,-1571.5347302523264,3306.169204749004,1269.264599318621,1269.264599318621,-377.1261414245947,-377.1261414245947,-377.1261414245947,213.81112118746552,213.81112118746552,213.81112118746552,123.77949796346665,123.77949796346665,123.77949796346665,-714.7167605755269,-714.7167605755269,-714.7167605755269,0.0,0.0,0.0,892.1384578940264
2014-01-18,1270.3412372194553,-1671.4750017636545,3031.2566470272427,1270.3412372194553,1270.3412372194553,-502.707407726537,-502.707407726537,-502.707407726537,76.5073737816455,76.5073737816455,76.5073737816455,72.18283697349503,72.18283697349503,72.18283697349503,-651.3976184816776,-651.3976184816776,-651.3976184816776,0.0,0.0,0.0,767.6338294929183
2014-01-19,1270.8795561698723,-1802.495845557111,3206.256089247244,1270.8795561698723,1270.8795561698723,-523.6920487044595,-523.6920487044595,-523.6920487044595,-18.689990543883937,-18.689990543883937,-18.689990543883937,109.60328283236007,109.60328283236007,109.60328283236007,-614.6053409929356,-614.6053409929356,-614.6053409929356,0.0,0.0,0.0,747.1875074654129
2014-01-20,1271.4178751202894,-1179.6638671074636,3516.4377846529856,1271.4178751202894,1271.4178751202894,-123.06083394022707,-123.06083394022707,-123.06083394022707,-16.55650155821103,-16.55650155821103,-16.55650155821103,469.8293522991645,469.8293522991645,469.8293522991645,-576.3336846811806,-576.3336846811806,-576.3336846811806,0.0,0.0,0.0,1148.3570411800624
2014-01-21,1271.9561940707063,-1888.0379796459215,2836.8205526177294,1271.9561940707063,1271.9561940707063,-698.4121252922797,-698.4121252922797,-698.4121252922797,69.98470883915707,69.98470883915707,69.98470883915707,-230.3391355620961,-230.3391355620961,-230.3391355620961,-538.0576985693408,-538.0576985693408,-538.0576985693408,0.0,0.0,0.0,573.5440687784265
2014-01-23,1273.0328319715404,-1488.784844353796,3389.563960899563,1273.0328319715404,1273.0328319715404,-283.9789495564215,-283.9789495564215,-283.9789495564215,59.460579176288704,59.460579176288704,59.460579176288704,123.77949796430565,123.77949796430565,123.77949796430565,-467.2190266970159,-467.2190266970159,-467.2190266970159,0.0,0.0,0.0,989.0538824151189
2014-01-26,1274.6477888227914,-1601.6802710124305,2892.7990217451743,1274.6477888227914,1274.6477888227914,-606.6839380905731,-606.6839380905731,-606.6839380905731,-321.89403302402434,-321.89403302402434,-321.89403302402434,109.60328283099986,109.60328283099986,109.60328283099986,-394.39318789754867,-394.39318789754867,-394.39318789754867,0.0,0.0,0.0,667.9638507322184
2014-01-27,1275.1861077732085,-1381.1313195652767,3614.6799081647528,1275.1861077732085,1275.1861077732085,-13.070879886701693,-13.070879886701693,-13.070879886701693,-99.7189095441927,-99.7189095441927,-99.7189095441927,469.8293522980812,469.8293522980812,469.8293522980812,-383.18132264059017,-383.18132264059017,-383.18132264059017,0.0,0.0,0.0,1262.1152278865068
2014-01-28,1275.7244267236256,-1477.437776349741,3340.6795013325964,1275.7244267236256,1275.7244267236256,-391.2036332235398,-391.2036332235398,-391.2036332235398,218.84809792798637,218.84809792798637,218.84809792798637,-230.3391355599183,-230.3391355599183,-230.3391355599183,-379.71259559160785,-379.71259559160785,-379.71259559160785,0.0,0.0,0.0,884.5207935000858
2014-01-30,1276.8010646244595,-886.0460815609596,3920.2080976418024,1276.8010646244595,1276.8010646244595,102.31106923315406,102.31106923315406,102.31106923315406,375.97485842792105,375.97485842792105,375.97485842792105,123.77949796510173,123.77949796510173,123.77949796510173,-397.4432871598688,-397.4432871598688,-397.4432871598688,0.0,0.0,0.0,1379.1121338576136
2014-01-31,1277.3393835748766,-894.3897734999821,3943.3995653685965,1277.3393835748766,1277.3393835748766,136.4168982550078,136.4168982550078,136.4168982550078,126.63818428784978,126.63818428784978,126.63818428784978,428.57716409204727,428.57716409204727,428.57716409204727,-418.79845012488914,-418.79845012488914,-418.79845012488914,0.0,0.0,0.0,1413.7562818298843
2014-02-01,1277.8777025252934,-1717.621389707092,3155.5186034726985,1277.8777025252934,1277.8777025252934,-523.3309224184367,-523.3309224184367,-523.3309224184367,-147.30880208996328,-147.30880208996328,-147.30880208996328,72.18283697409062,72.18283697409062,72.18283697409062,-448.20495730256386,-448.20495730256386,-448.20495730256386,0.0,0.0,0.0,754.5467801068568
2014-02-02,1278.4160214757105,-1650.9053327871686,3020.6801118340277,1278.4160214757105,1278.4160214757105,-653.6359462153063,-653.6359462153063,-653.6359462153063,-278.059888165689,-278.059888165689,-278.059888165689,109.60328283081188,109.60328283081188,109.60328283081188,-485.17934088042915,-485.17934088042915,-485.17934088042915,0.0,0.0,0.0,624.7800752604043
2014-02-03,1278.9543404261276,-1393.97274276732,3402.9310610961616,1278.9543404261276,1278.9543404261276,-288.1469461633226,-288.1469461633226,-288.1469461633226,-228.94650469371322,-228.94650469371322,-228.94650469371322,469.82935229854866,469.82935229854866,469.82935229854866,-529.029793768158,-529.029793768158,-529.029793768158,0.0,0.0,0.0,990.807394262805
2014-02-04,1279.4926593765447,-1911.947212239985,2786.920914817171,1279.4926593765447,1279.4926593765447,-904.7865190160205,-904.7865190160205,-904.7865190160205,-95.57417972579896,-95.57417972579896,-95.57417972579896,-230.33913556060102,-230.33913556060102,-230.33913556060102,-578.873203729621,-578.873203729621,-578.873203729621,0.0,0.0,0.0,374.70614036052416
2014-02-06,1280.5692972773786,-1637.5864278806605,3198.529784600394,1280.5692972773786,1280.5692972773786,-572.6930467927979,-572.6930467927979,-572.6930467927979,-4.288585247806262,-4.288585247806262,-4.288585247806262,123.7794979637217,123.7794979637217,123.7794979637217,-692.1839595087134,-692.1839595087134,-692.1839595087134,0.0,0.0,0.0,707.8762504845807
2014-02-07,1281.1076162277957,-1415.7161123915582,3453.490869965273,1281.1076162277957,1281.1076162277957,-380.19992384300986,-380.19992384300986,-380.19992384300986,-55.63380662296321,-55.63380662296321,-55.63380662296321,428.5771640923696,428.5771640923696,428.5771640923696,-753.1432813124162,-753.1432813124162,-753.1432813124162,0.0,0.0,0.0,900.9076923847858
2014-02-08,1281.6459351782128,-1962.4607939408918,2657.036119455387,1281.6459351782128,1281.6459351782128,-831.4180510740867,-831.4180510740867,-831.4180510740867,-88.46025903791342,-88.46025903791342,-88.46025903791342,72.18283697362526,72.18283697362526,72.18283697362526,-815.1406290097984,-815.1406290097984,-815.1406290097984,0.0,0.0,0.0,450.227884104126
2014-02-11,1283.2608920294638,-2524.5918030764537,2334.9000800895824,1283.2608920294638,1283.2608920294638,-1273.546742608494,-1273.546742608494,-1273.546742608494,-50.31210746908886,-50.31210746908886,-50.31210746908886,-230.33913555962863,-230.33913555962863,-230.33913555962863,-992.8954995797765,-992.8954995797765,-992.8954995797765,0.0,0.0,0.0,9.714149420969761
2014-02-12,1283.7992109798809,-3195.8581586655814,1582.4920084116566,1283.7992109798809,1283.7992109798809,-2066.3663228274127,-2066.3663228274127,-2066.3663228274127,-48.083308848605036,-48.083308848605036,-48.083308848605036,-973.6329985991421,-973.6329985991421,-973.6329985991421,-1044.6500153796655,-1044.6500153796655,-1044.6500153796655,0.0,0.0,0.0,-782.5671118475318
2014-02-14,1284.875848880715,-1802.6248376302506,2930.1245402016434,1284.875848880715,1284.875848880715,-610.602462266854,-610.602462266854,-610.602462266854,89.90165154966724,89.90165154966724,89.90165154966724,428.57716409234,428.57716409234,428.57716409234,-1129.0812779088612,-1129.0812779088612,-1129.0812779088612,0.0,0.0,0.0,674.273386613861
2014-02-15,1285.4141678311319,-2043.3682006725041,2631.4332311876906,1285.4141678311319,1285.4141678311319,-898.710164032435,-898.710164032435,-898.710164032435,188.67020376377775,188.67020376377775,188.67020376377775,72.1828369731599,72.1828369731599,72.1828369731599,-1159.563204769373,-1159.563204769373,-1159.563204769373,0.0,0.0,0.0,386.7040037986968
2014-02-16,1285.952486781549,-1939.3493807147854,2793.8420379569407,1285.952486781549,1285.952486781549,-858.5021030068605,-858.5021030068605,-858.5021030068605,212.92424919849776,212.92424919849776,212.92424919849776,109.6032828308527,109.6032828308527,109.6032828308527,-1181.029635036211,-1181.029635036211,-1181.029635036211,0.0,0.0,0.0,427.4503837746885
2014-02-17,1286.4908057319658,-1621.017900176531,2847.342530924952,1286.4908057319658,1286.4908057319658,-586.9670635395396,-586.9670635395396,-586.9670635395396,136.02398597013834,136.02398597013834,136.02398597013834,469.82935229907,469.82935229907,469.82935229907,-1192.8204018087483,-1192.8204018087483,-1192.8204018087483,0.0,0.0,0.0,699.5237421924262
2014-02-18,1287.0291246823829,-2525.9748308091052,2232.6012303801103,1287.0291246823829,1287.0291246823829,-1404.3305342192125,-1404.3305342192125,-1404.3305342192125,20.490772196691207,20.490772196691207,20.490772196691207,-230.33913556031135,-230.33913556031135,-230.33913556031135,-1194.4821708555926,-1194.4821708555926,-1194.4821708555926,0.0,0.0,0.0,-117.30140953682962
2014-02-20,1288.105762583217,-1940.9809232855891,2677.35575941673,1288.105762583217,1288.105762583217,-1021.3551698836727,-1021.3551698836727,-1021.3551698836727,21.560264767418058,21.560264767418058,21.560264767418058,123.77949796531385,123.77949796531385,123.77949796531385,-1166.694932616405,-1166.694932616405,-1166.694932616405,0.0,0.0,0.0,266.7505926995443
2014-02-21,1288.644081533634,-1726.1496207412583,3115.6601983027385,1288.644081533634,1288.644081533634,-596.806991597849,-596.806991597849,-596.806991597849,112.05380702951318,112.05380702951318,112.05380702951318,428.5771640930864,428.5771640930864,428.5771640930864,-1137.4379627204485,-1137.4379627204485,-1137.4379627204485,0.0,0.0,0.0,691.8370899357851
2014-02-22,1289.182400484051,-1872.374503613939,2659.7133525621302,1289.182400484051,1289.182400484051,-911.2788009668317,-911.2788009668317,-911.2788009668317,114.96809035151138,114.96809035151138,114.96809035151138,72.18283697422089,72.18283697422089,72.18283697422089,-1098.4297282925638,-1098.4297282925638,-1098.4297282925638,0.0,0.0,0.0,377.9035995172193
2014-02-23,1289.720719434468,-1958.4961407431451,2635.446819847628,1289.720719434468,1289.720719434468,-970.3531779152335,-970.3531779152335,-970.3531779152335,-29.65964478105787,-29.65964478105787,-29.65964478105787,109.60328283145925,109.60328283145925,109.60328283145925,-1050.2968159656348,-1050.2968159656348,-1050.2968159656348,0.0,0.0,0.0,319.3675415192346
2014-02-24,1290.2590383848851,-1938.615652732092,2989.1888609961966,1290.2590383848851,1290.2590383848851,-765.6972375975541,-765.6972375975541,-765.6972375975541,-241.6720182630559,-241.6720182630559,-241.6720182630559,469.8293522995375,469.8293522995375,469.8293522995375,-993.8545716340359,-993.8545716340359,-993.8545716340359,0.0,0.0,0.0,524.561800787331
2014-02-27,1291.8739962067941,-1697.993557063511,3077.5438572678995,1291.8739962067941,1291.8739962067941,-600.7450363155211,-600.7450363155211,-600.7450363155211,60.683561538213894,60.683561538213894,60.683561538213894,123.7794979639338,123.7794979639338,123.7794979639338,-785.2080958176689,-785.2080958176689,-785.2080958176689,0.0,0.0,0.0,691.128959891273
2014-03-01,1292.9506347547338,-1022.0700824942331,3678.432692043765,1292.9506347547338,1292.9506347547338,-122.20557181604195,-122.20557181604195,-122.20557181604195,431.53204912642474,431.53204912642474,431.53204912642474,72.18283697375558,72.18283697375558,72.18283697375558,-625.9204579162223,-625.9204579162223,-625.9204579162223,0.0,0.0,0.0,1170.7450629386917
2014-03-02,1293.4889540287033,-1337.7474672281276,3486.611731387533,1293.4889540287033,1293.4889540287033,-167.53059439871987,-167.53059439871987,-167.53059439871987,267.21891841738244,267.21891841738244,267.21891841738244,109.60328283206584,109.60328283206584,109.60328283206584,-544.3527956481682,-544.3527956481682,-544.3527956481682,0.0,0.0,0.0,1125.9583596299835
2014-03-03,1294.0272733026732,-1262.574974631414,3643.154440709725,1294.0272733026732,1294.0272733026732,-13.412306831621557,-13.412306831621557,-13.412306831621557,-19.861139396927825,-19.861139396927825,-19.861139396927825,469.82935229804065,469.82935229804065,469.82935229804065,-463.3805197327343,-463.3805197327343,-463.3805197327343,0.0,0.0,0.0,1280.6149664710515
2014-03-04,1294.5655925766428,-2056.400890577756,2614.5817573590202,1294.5655925766428,1294.5655925766428,-851.3451147143135,-851.3451147143135,-851.3451147143135,-236.63613964012717,-236.63613964012717,-236.63613964012717,-230.33913555941902,-230.33913555941902,-230.33913555941902,-384.36983951476725,-384.36983951476725,-384.36983951476725,0.0,0.0,0.0,443.2204778623293
2014-03-05,1295.1039118506123,-2478.0926632729315,2022.1520931218497,1295.1039118506123,1295.1039118506123,-1554.467523659969,-1554.467523659969,-1554.467523659969,-272.2180831788862,-272.2180831788862,-272.2180831788862,-973.6329985989967,-973.6329985989967,-973.6329985989967,-308.61644188208584,-308.61644188208584,-308.61644188208584,0.0,0.0,0.0,-259.3636118093566
2014-03-07,1296.180550398552,-762.5420607183144,3735.3964646106065,1296.180550398552,1296.180550398552,218.30370507690665,218.30370507690665,218.30370507690665,-38.72798941944664,-38.72798941944664,-38.72798941944664,428.5771640925671,428.5771640925671,428.5771640925671,-171.5454695962138,-171.5454695962138,-171.5454695962138,0.0,0.0,0.0,1514.4842554754587
2014-03-10,1297.795508220461,-775.7708042706516,4037.583253140536,1297.795508220461,1297.795508220461,376.5804815945255,376.5804815945255,376.5804815945255,-77.41653633644928,-77.41653633644928,-77.41653633644928,469.82935229809465,469.82935229809465,469.82935229809465,-15.832334367119905,-15.832334367119905,-15.832334367119905,0.0,0.0,0.0,1674.3759898149865
2014-03-11,1298.3338274944308,-1363.465328583245,3273.28292719955,1298.3338274944308,1298.3338274944308,-297.97932723716355,-297.97932723716355,-297.97932723716355,-87.90044967828902,-87.90044967828902,-87.90044967828902,-230.3391355607044,-230.3391355607044,-230.3391355607044,20.260258001829822,20.260258001829822,20.260258001829822,0.0,0.0,0.0,1000.3545002572673
2014-03-14,1299.9487853163398,-747.0063027231896,4153.408369302474,1299.9487853163398,1299.9487853163398,455.3226565577782,455.3226565577782,455.3226565577782,-51.42622883209241,-51.42622883209241,-51.42622883209241,428.57716409250145,428.57716409250145,428.57716409250145,78.17172129736916,78.17172129736916,78.17172129736916,0.0,0.0,0.0,1755.271441874118
2014-03-15,1300.4871045903096,-954.2673627863574,3657.484692253712,1300.4871045903096,1300.4871045903096,119.1960354147726,119.1960354147726,119.1960354147726,-34.216169401319135,-34.216169401319135,-34.216169401319135,72.18283697369482,72.18283697369482,72.18283697369482,81.22936784239694,81.22936784239694,81.22936784239694,0.0,0.0,0.0,1419.6831400050821
2014-03-16,1301.0254238642794,-725.1358615713264,4130.700374863202,1301.0254238642794,1301.0254238642794,223.52912545093804,223.52912545093804,223.52912545093804,37.06196149195284,37.06196149195284,37.06196149195284,109.60328283131224,109.60328283131224,109.60328283131224,76.863881127673,76.863881127673,76.863881127673,0.0,0.0,0.0,1524.5545493152174
2014-03-17,1301.563743138249,-476.9561302476605,4312.34817291181,1301.563743138249,1301.563743138249,679.5667964759647,679.5667964759647,679.5667964759647,144.0165575456207,144.0165575456207,144.0165575456207,469.82935229856207,469.82935229856207,469.82935229856207,65.72088663178182,65.72088663178182,65.72088663178182,0.0,0.0,0.0,1981.1305396142138
2014-03-18,1302.1020624122189,-987.1294036200806,3536.2283561122713,1302.1020624122189,1302.1020624122189,32.04091990985975,32.04091990985975,32.04091990985975,213.81112118765998,213.81112118765998,213.81112118765998,-230.3391355613871,-230.3391355613871,-230.3391355613871,48.568934283586884,48.568934283586884,48.568934283586884,0.0,0.0,0.0,1334.1429823220785
2014-03-19,1302.6403816861884,-1929.1377165975703,2775.743486413208,1302.6403816861884,1302.6403816861884,-762.2057106352705,-762.2057106352705,-762.2057106352705,185.15111649909056,185.15111649909056,185.15111649909056,-973.6329985984481,-973.6329985984481,-973.6329985984481,26.276171464087184,26.276171464087184,26.276171464087184,0.0,0.0,0.0,540.4346710509179
2014-03-21,1303.717020234128,-648.6217016532134,3991.027234321966,1303.717020234128,1303.717020234128,379.97314712277137,379.97314712277137,379.97314712277137,-18.68999054415137,-18.68999054415137,-18.68999054415137,428.57716409285985,428.57716409285985,428.57716409285985,-29.914026425937273,-29.914026425937273,-29.914026425937273,0.0,0.0,0.0,1683.6901673568996
2014-03-22,1304.2553395080977,-1043.2934334784172,3606.688041785346,1304.2553395080977,1304.2553395080977,-6.183700236807877,-6.183700236807877,-6.183700236807877,-16.55650155813834,-16.55650155813834,-16.55650155813834,72.18283697388586,72.18283697388586,72.18283697388586,-61.81003565255533,-61.81003565255533,-61.81003565255533,0.0,0.0,0.0,1298.0716392712898
2014-03-23,1304.7936587820675,-1415.8894114062787,3705.224270007617,1304.7936587820675,1304.7936587820675,84.69011926469734,84.69011926469734,84.69011926469734,69.9847088394128,69.9847088394128,69.9847088394128,109.60328283191879,109.60328283191879,109.60328283191879,-94.89787240663426,-94.89787240663426,-94.89787240663426,0.0,0.0,0.0,1389.4837780467649
2014-03-24,1305.331978056037,-673.798667316783,4159.735495548738,1305.331978056037,1305.331978056037,472.74178719222414,472.74178719222414,472.74178719222414,131.1168810620831,131.1168810620831,131.1168810620831,469.82935229902967,469.82935229902967,469.82935229902967,-128.20444616888852,-128.20444616888852,-128.20444616888852,0.0,0.0,0.0,1778.0737652482612
2014-03-25,1305.8702973300067,-1511.3312533555252,3448.2673604480406,1305.8702973300067,1305.8702973300067,-331.6915958408954,-331.6915958408954,-331.6915958408954,59.46057917629337,59.46057917629337,59.46057917629337,-230.33913556206977,-230.33913556206977,-230.33913556206977,-160.81303945511888,-160.81303945511888,-160.81303945511888,0.0,0.0,0.0,974.1787014891113
2014-03-26,1306.4086166039767,-2390.961183128897,2400.8686163849043,1306.4086166039767,1306.4086166039767,-1302.7787769099225,-1302.7787769099225,-1302.7787769099225,-137.26025243960558,-137.26025243960558,-137.26025243960558,-973.6329985991622,-973.6329985991622,-973.6329985991622,-191.88552587115458,-191.88552587115458,-191.88552587115458,0.0,0.0,0.0,3.629839694054226
2014-03-28,1307.485255151916,-1122.7767669202533,3418.9656357296954,1307.485255151916,1307.485255151916,-139.89333471117868,-139.89333471117868,-139.89333471117868,-321.8940330241878,-321.8940330241878,-321.8940330241878,428.5771640924061,428.5771640924061,428.5771640924061,-246.5764657793969,-246.5764657793969,-246.5764657793969,0.0,0.0,0.0,1167.5919204407373
2014-03-29,1308.0235744258857,-1310.066955020142,3436.3242164646626,1308.0235744258857,1308.0235744258857,-296.6069562314471,-296.6069562314471,-296.6069562314471,-99.71890954425253,-99.71890954425253,-99.71890954425253,72.18283697342049,72.18283697342049,72.18283697342049,-269.0708836606151,-269.0708836606151,-269.0708836606151,0.0,0.0,0.0,1011.4166181944386
2014-03-30,1308.5618936998553,-1030.2793154554572,3713.1396109041007,1308.5618936998553,1308.5618936998553,40.64852406332172,40.64852406332172,40.64852406332172,218.848097927911,218.848097927911,218.848097927911,109.60328283135307,109.60328283135307,109.60328283135307,-287.8028566959425,-287.8028566959425,-287.8028566959425,0.0,0.0,0.0,1349.210417763177
2014-03-31,1309.1002129738251,-362.80114319482044,4279.416359000691,1309.1002129738251,1309.1002129738251,589.0540195703269,589.0540195703269,589.0540195703269,421.77591208552855,421.77591208552855,421.77591208552855,469.82935229908355,469.82935229908355,469.82935229908355,-302.5512448142853,-302.5512448142853,-302.5512448142853,0.0,0.0,0.0,1898.154232544152
2014-04-01,1309.638532247795,-1276.337029043219,3514.304897148095,1309.638532247795,1309.638532247795,-167.6012620244765,-167.6012620244765,-167.6012620244765,375.9748584276349,375.9748584276349,375.9748584276349,-230.33913556049467,-230.33913556049467,-230.33913556049467,-313.2369848916167,-313.2369848916167,-313.2369848916167,0.0,0.0,0.0,1142.0372702233185
2014-04-02,1310.1768515217645,-2159.399293059867,2559.012386053326,1310.1768515217645,1310.1768515217645,-1166.914879013503,-1166.914879013503,-1166.914879013503,126.63818428791237,126.63818428791237,126.63818428791237,-973.6329985987327,-973.6329985987327,-973.6329985987327,-319.92006470268245,-319.92006470268245,-319.92006470268245,0.0,0.0,0.0,143.26197250826158
2014-04-03,1310.7151707957341,-1334.4882971336572,3476.8097241367236,1310.7151707957341,1310.7151707957341,-346.32199208189684,-346.32199208189684,-346.32199208189684,-147.30880208995987,-147.30880208995987,-147.30880208995987,123.77949796347598,123.77949796347598,123.77949796347598,-322.7926879554129,-322.7926879554129,-322.7926879554129,0.0,0.0,0.0,964.3931787138373
2014-04-04,1311.253490069704,-1136.6763103158628,3564.652350941165,1311.253490069704,1311.253490069704,-171.651619327459,-171.651619327459,-171.651619327459,-278.0598881657558,-278.0598881657558,-278.0598881657558,428.57716409195234,428.57716409195234,428.57716409195234,-322.1688952536555,-322.1688952536555,-322.1688952536555,0.0,0.0,0.0,1139.601870742245
2014-04-05,1311.7918093436738,-1471.5929039158432,3082.433039118697,1311.7918093436738,1311.7918093436738,-475.23466532233255,-475.23466532233255,-475.23466532233255,-228.94650469376683,-228.94650469376683,-228.94650469376683,72.18283697295519,72.18283697295519,72.18283697295519,-318.47099760152093,-318.47099760152093,-318.47099760152093,0.0,0.0,0.0,836.5571440213412
2014-04-06,1312.3301286176434,-1396.6431011942116,3356.166053516051,1312.3301286176434,1312.3301286176434,-298.1841567045288,-298.1841567045288,-298.1841567045288,-95.57417972590466,-95.57417972590466,-95.57417972590466,109.60328283158208,109.60328283158208,109.60328283158208,-312.2132598102062,-312.2132598102062,-312.2132598102062,0.0,0.0,0.0,1014.1459719131146
2014-04-07,1312.8684478916132,-724.0724880670265,3782.0381272390405,1312.8684478916132,1312.8684478916132,162.22192331357505,162.22192331357505,162.22192331357505,-3.624090193465704,-3.624090193465704,-3.624090193465704,469.82935229877563,469.82935229877563,469.82935229877563,-303.9833387917348,-303.9833387917348,-303.9833387917348,0.0,0.0,0.0,1475.0903712051881
2014-04-08,1313.4067671655828,-1263.518872519007,3251.8017658914573,1313.4067671655828,1313.4067671655828,-529.0497554200066,-529.0497554200066,-529.0497554200066,-4.288585247895964,-4.288585247895964,-4.288585247895964,-230.33913556178015,-230.33913556178015,-230.33913556178015,-294.4220346103306,-294.4220346103306,-294.4220346103306,0.0,0.0,0.0,784.3570117455762
2014-04-11,1315.021724987492,-980.5761561343317,3742.9795548362667,1315.021724987492,1315.021724987492,85.30399403483754,85.30399403483754,85.30399403483754,-78.76909528308379,-78.76909528308379,-78.76909528308379,428.5771640923108,428.5771640923108,428.5771640923108,-264.5040747743896,-264.5040747743896,-264.5040747743896,0.0,0.0,0.0,1400.3257190223296
2014-04-12,1315.5600442614618,-1305.7483939904923,3386.9514963401375,1315.5600442614618,1315.5600442614618,-240.03720384680864,-240.03720384680864,-240.03720384680864,-55.88461006530237,-55.88461006530237,-55.88461006530237,72.18283697335983,72.18283697335983,72.18283697335983,-256.335430754866,-256.335430754866,-256.335430754866,0.0,0.0,0.0,1075.5228404146533
2014-04-13,1316.0983635354314,-1198.7071641140506,3518.785553545304,1316.0983635354314,1316.0983635354314,-190.79456694329568,-190.79456694329568,-190.79456694329568,-50.312107468905985,-50.312107468905985,-50.312107468905985,109.603282831394,109.603282831394,109.603282831394,-250.08574230578367,-250.08574230578367,-250.08574230578367,0.0,0.0,0.0,1125.3037965921358
2014-04-15,1317.175002083371,-1590.2453482348446,3278.3555547387214,1317.175002083371,1317.175002083371,-481.51202628137946,-481.51202628137946,-481.51202628137946,-5.851187851012078,-5.851187851012078,-5.851187851012078,-230.3391355630655,-230.3391355630655,-230.3391355630655,-245.32170286730175,-245.32170286730175,-245.32170286730175,0.0,0.0,0.0,835.6629758019916
